method,sample_idx,psnr,ssim,speed_mae,speed_rmse,wpd_bias,wpd_mae,wpd_rmse,wpd_w1,psd_log_l2,psd_slope_delta,grad_mae,grad_w1,grad_kurtosis_delta,exceed_err_5ms,exceed_err_10ms,exceed_err_15ms,exceed_err_20ms,exceed_err_p90,exceed_err_p95,exceed_err_p99,exceed_frac_abs_delta_t5,exceed_frac_abs_delta_t10,exceed_frac_abs_delta_t15,exceed_frac_abs_delta_p90,exceed_frac_abs_delta_p95,exceed_frac_abs_delta_p99
bicubic,62,30.420428735048745,0.7198727516471591,0.5597297322806232,0.9507110482725587,-17.804315852866008,62.731280382082346,148.43809544653928,21.608238832782394,1.4723387445361784,0.7056925494628938,0.36873405549780613,0.33730969226504,-4.413805356643058,0.013003999999999905,-0.01868800000000001,-0.0022440000000000003,-4e-06,-0.017692,-0.012448,-0.006932000000000001,0.013004,0.018688,0.002244,0.017676,0.012388,0.006928
cnn,63,29.916478028196263,0.7150320407816744,0.598137964598919,0.9552806763950842,-15.185489101579961,57.308382453121794,133.8275153798961,15.63924306237175,1.0559744247937675,0.027775682533622614,0.33906837350291535,0.26137602862472864,3.614747601642401,0.0031120000000000037,-0.01239599999999999,-0.0008320000000000001,0.0,-0.011536000000000005,-0.011268,-0.007288,0.003112,0.012396,0.000832,0.01142,0.011168,0.007276
gan,63,27.45715198880143,0.5947688669241052,0.798851446629457,1.2164985920235498,20.155469903372506,79.45485071724583,184.74161441830904,20.17207351783103,0.40532016119760667,-0.075180991888669,0.34952559468188876,0.06158289482035204,2.7948686071353865,0.02407999999999999,0.013940000000000008,0.0017439999999999999,9.2e-05,0.012719999999999995,0.008635999999999998,0.0020599999999999993,0.02408,0.01394,0.001744,0.012836,0.008736,0.002072
bicubic,63,30.351256515779372,0.710497854584854,0.5577300303599041,0.9281308909104221,-15.441729313810823,53.86557674749383,131.57092585500826,17.599648224078944,1.4282951220584694,0.7666507150247379,0.36619727931766033,0.33388555217849386,-4.073548605454743,0.008004000000000011,-0.016147999999999996,-0.00128,0.0,-0.01573200000000001,-0.012228000000000003,-0.005272,0.008004,0.016148,0.00128,0.015616,0.012128,0.00526
cnn,64,30.639132288513323,0.7454800818159011,0.520957513828549,0.8433283875146724,-12.02168827736747,50.82500539258462,122.4075884963786,12.177242417443509,0.9507048088821086,0.23044428855788324,0.28694149538712194,0.21994103528906225,4.809597458283946,0.0027840000000000087,-0.009628000000000012,-0.001324,0.0,-0.009772000000000003,-0.010600000000000005,-0.005584,0.002784,0.009632,0.001324,0.009592,0.010596,0.005576
gan,64,28.05975781795003,0.6151660961370155,0.7147728819277733,1.0879080963813819,16.4833695881846,71.46578980193169,162.2335930571446,16.57150843509645,0.3478283055288295,0.07258416957068814,0.3028176271693724,0.036116165363567404,2.681341527446584,0.016216000000000008,0.016575999999999994,0.0005919999999999999,6e-05,0.013191999999999995,0.006247999999999997,-0.00014800000000000056,0.016216,0.016576,0.000592,0.013372,0.006252,0.00014
bicubic,64,31.127787618294903,0.7496375652937171,0.4787297945490334,0.8182785100511671,-12.050435886226904,47.167104607842056,119.23570477277363,14.042687810861779,1.256302946725269,0.8737194379377806,0.30235092276933107,0.27105298463483274,-5.756688937456902,0.008496000000000059,-0.01295600000000001,-0.00134,0.0,-0.012432000000000012,-0.011088,-0.0043560000000000005,0.008496,0.012956,0.00134,0.012252,0.011084,0.004348
cnn,65,31.070880312451152,0.7521850658303016,0.48111989474026273,0.7708202731715573,-12.708692115727416,49.635471043839004,113.39353269778826,12.912158212497385,0.9112915092764098,0.3691608256909631,0.2637801728506789,0.20352841028460367,4.1415906359744135,0.00048800000000004395,-0.009807999999999983,-0.001304,0.0,-0.010648000000000005,-0.011624000000000002,-0.003868,0.000488,0.009808,0.001304,0.01064,0.011544,0.003864
gan,65,28.387056297509858,0.6157018212390382,0.6788266591476724,1.014011194530456,16.247900698234602,71.69661742648736,151.28920105682994,16.25739638187848,0.3387741659271071,0.18104961181676593,0.2813444523076939,0.03108072015612,0.3453115161567233,0.014020000000000032,0.015483999999999998,0.0006399999999999999,2e-05,0.012712000000000001,0.005024000000000001,0.0001799999999999996,0.01402,0.015484,0.00064,0.01272,0.005104,0.000184
bicubic,65,31.615385860106187,0.7597087411975374,0.4377214860060225,0.7417283416131716,-9.898599545524347,45.89536048235723,112.06557220036925,12.086230606668176,1.1615231682916742,0.9331745600658672,0.2738543428093841,0.24565963298752214,-8.719996633486629,0.008712000000000053,-0.010515999999999998,-0.0012200000000000002,0.0,-0.010104000000000002,-0.008156000000000004,-0.0036839999999999998,0.008712,0.010516,0.00122,0.010096,0.008076,0.00368
cnn,66,31.07904826800279,0.7515607836018967,0.4735471920920875,0.7446756672449646,-14.021669976450509,53.14385935800713,114.82685395167785,14.814821839554773,0.900821007067771,0.4500615862366679,0.2581449561645551,0.19715176326953185,-0.17407002138608618,0.00038000000000004697,-0.010231999999999991,-0.00158,0.0,-0.005180000000000004,-0.012964000000000003,-0.007072,0.00038,0.010232,0.00158,0.005112,0.012956,0.00706
gan,66,28.254516945464268,0.606902393354353,0.6700191442335889,0.9881131677902714,17.45580431785424,76.67478236812526,150.70681261996444,17.537113837512415,0.3562759311713364,0.24513662370998723,0.2744095469887624,0.02992166473696582,-2.459615355229669,0.010932000000000053,0.014968000000000009,0.00018400000000000014,1.6e-05,0.010051999999999991,0.006955999999999997,0.0006440000000000005,0.010932,0.014968,0.000184,0.01012,0.006964,0.000656
bicubic,66,31.659014074390672,0.7605671218009008,0.42615235526720363,0.7130083468267642,-8.751379534629473,47.82020697785636,109.34595916302642,11.763712852705615,1.1383007619213374,0.9918251440403023,0.26749825533009286,0.24000937176209142,-9.834243728833508,0.007523999999999975,-0.011515999999999998,-0.0010639999999999998,0.0,-0.0068080000000000085,-0.005396000000000005,-0.0034920000000000003,0.007524,0.011516,0.001064,0.00674,0.005388,0.00348
cnn,67,30.981744986751313,0.7569242524226469,0.4913131445056685,0.7788373883580775,-15.665263413903455,59.978731752008905,127.83486848934906,17.188195424566246,0.8539884137405247,0.4934759985129178,0.2674794258865331,0.20684971413822514,-1.9078763215954027,0.0010080000000000089,-0.012596000000000024,-0.0017959999999999999,-8e-06,-0.00937600000000001,-0.009568,-0.006884,0.001008,0.012596,0.001796,0.009376,0.009488,0.006884
gan,67,28.19561606609807,0.6137296561359799,0.7080786959732356,1.0412515129674984,23.208494244948387,87.7161466273252,171.22551991585124,23.288548050006085,0.3607207218368484,0.238214182197368,0.28674093379865634,0.02951597946444418,0.3114950676212729,0.007935999999999943,0.013848,0.000552,4.8e-05,0.011107999999999993,0.009159999999999995,0.001639999999999999,0.007936,0.013848,0.000552,0.011108,0.00924,0.00164
bicubic,67,31.56301666678874,0.765011759484933,0.44568431232297867,0.7475011412951754,-9.932304923087768,54.31839762265875,121.65945153035868,14.010188641873373,1.1225428277670861,1.0264517836317806,0.2807654575102611,0.25213298279846497,-8.533359433010958,0.006419999999999981,-0.012760000000000021,-0.0015559999999999999,-8e-06,-0.006084000000000006,-0.005112000000000005,-0.0033760000000000005,0.00642,0.01276,0.001556,0.006084,0.005032,0.003376
cnn,68,30.753726650709346,0.7390459348812409,0.5495220311623736,0.8793700903629044,-18.67405272425158,73.23405405860335,151.59968478695083,20.849805794142796,0.9007920423376669,0.4142514486394746,0.3058205929406544,0.23521299926235945,3.412524983492574,0.0031160000000000077,-0.012379999999999974,-0.005267999999999999,-2e-05,-0.012808,-0.0060160000000000005,-0.005856,0.003116,0.01238,0.005268,0.0128,0.006012,0.005856
gan,68,28.31655960080016,0.6064100041581084,0.7656124644345281,1.1425029985006878,30.066658498382633,106.29650345798778,211.08922529012858,30.283345148759405,0.3673155665981523,0.15696042787712727,0.32157289894612184,0.03585836932626752,1.4262055403225098,0.006996000000000002,0.01720000000000005,0.0030640000000000008,0.000124,0.012719999999999995,0.010807999999999998,0.0036039999999999996,0.006996,0.0172,0.003064,0.012728,0.010812,0.003604
bicubic,68,31.294448240668146,0.7445683317141928,0.5059072466602006,0.8487574433246011,-13.641196718716111,67.70288796331529,146.61609329894537,18.660315127961308,1.2041052109510384,0.981807309254469,0.3222478584687256,0.2911988175067303,-7.571015930016793,0.009696000000000038,-0.011699999999999988,-0.0027919999999999993,-2e-05,-0.00952,-0.005708000000000005,-0.0031800000000000005,0.009696,0.0117,0.002792,0.009512,0.005704,0.00318
cnn,69,29.62545501048325,0.715829197855532,0.6286494828165357,1.0076945353040705,-23.49042424745439,99.54653172678773,200.47622755641456,27.757109275947236,0.9419563229525846,0.2625873723710064,0.3473366608143369,0.2614262714135733,3.6773263749738128,0.005939999999999945,-0.01188800000000001,-0.008316,-5.2000000000000004e-05,-0.015584,-0.009196000000000003,-0.00566,0.00594,0.011888,0.008316,0.015584,0.009196,0.005624
gan,69,27.237573364277967,0.5781501965437891,0.8671710976289922,1.3049313358692014,41.272195072513,144.05504604506757,291.89152095244776,41.58319409232553,0.3659919449856295,0.031216489360694766,0.36513927999624757,0.03738868796487202,3.388570160177917,0.0036319999999999686,0.02328399999999997,0.007504,0.000556,0.01618399999999999,0.013271999999999992,0.00418,0.003632,0.023284,0.007504,0.016184,0.013272,0.004216
bicubic,69,30.256783843301022,0.7204380838393666,0.5799007380985773,0.9588791100476105,-19.100560447187537,92.29844603683809,191.44472866533297,27.602021619092447,1.2576348345643507,0.9016594360797288,0.37206187553726017,0.3374657488941376,-6.810018068634141,0.012116000000000016,-0.009972000000000036,-0.0062400000000000025,-7.2e-05,-0.015104000000000006,-0.009440000000000004,-0.004504,0.012116,0.009972,0.00624,0.015104,0.00944,0.004468
cnn,70,29.86097469669419,0.7163674316163487,0.686685432842732,1.103390641510198,-29.53084230247759,125.7563101569407,245.8844921346412,36.01300924432822,0.9795831949586161,0.25388723718635164,0.37739859035990564,0.2817418090218081,1.1854909706983214,0.0044359999999999955,-0.008419999999999983,-0.012096000000000003,-0.00018800000000000002,-0.01874400000000001,-0.013196,-0.005544,0.004436,0.00842,0.012096,0.018736,0.01316,0.005512
gan,70,27.538658793778463,0.5838787904367956,0.9357817924558709,1.4266181535452542,54.776505985883674,182.15453178280632,378.8131223828395,55.010877177391976,0.3853225899910506,0.0021795259822812163,0.4002422638901929,0.04227026533391862,3.684893917939778,0.0026479999999999837,0.026144,0.012299999999999998,0.00144,0.016939999999999997,0.014367999999999992,0.006095999999999999,0.002648,0.026144,0.0123,0.016948,0.014404,0.006128
bicubic,70,30.472053046061042,0.723849985587087,0.6344986713234629,1.0568438204787227,-24.581810728757766,117.53978855541,239.07968410997734,37.67437739287952,1.3177240526773315,0.9262073387971199,0.40338604591209826,0.36441768847782213,-6.1509610673535065,0.009599999999999942,-9.599999999998499e-05,-0.012524,-0.000248,-0.018676000000000012,-0.013228000000000004,-0.006132,0.0096,9.6e-05,0.012524,0.018668,0.013192,0.0061
cnn,71,29.93084067886381,0.7249862492297191,0.7254715438581251,1.1790607202988264,-32.67797304676168,140.59111374296063,272.5943157703014,40.80121049200661,1.0339471248907632,0.2392892006039804,0.39888181006615236,0.30324073166853066,1.5117640400431895,0.0043239999999999945,0.0037119999999999376,-0.015179999999999999,-0.00022399999999999997,-0.020592,-0.015132,-0.006968,0.004324,0.003712,0.01518,0.020588,0.01506,0.006952
gan,71,27.717925319806376,0.6028085909247061,0.9732074699190973,1.506510928741951,65.38644538363408,203.32171755586998,432.5497932877777,65.50235312577912,0.4205226543276069,-0.0090188375059852,0.41524015091441874,0.062079321333319774,5.883872834950008,0.0025000000000000577,0.03453200000000001,0.014292,0.002192,0.019204,0.014007999999999993,0.007007999999999999,0.0025,0.034532,0.014292,0.019208,0.01408,0.007024
bicubic,71,30.528253363742785,0.729514047665863,0.6725443079341311,1.1306618195295197,-28.285825094913054,132.3960234273589,268.7759200224474,43.28442463660044,1.401718656017014,0.9365339264004486,0.427006340862968,0.38567182612540246,-4.8425553596875055,0.009936000000000056,0.005587999999999926,-0.015348,-0.000336,-0.020152000000000003,-0.015252000000000002,-0.006704,0.009936,0.005588,0.015348,0.020148,0.01518,0.006688
cnn,72,29.74213458071725,0.730185850840602,0.7534524501789667,1.2305033459350205,-34.633383578481094,148.19137409745562,291.01290677254104,42.73518201393277,1.0638753003431873,0.15097096550930544,0.41285225449886503,0.3139563817298654,3.3233550314964297,0.0044359999999999955,0.0020720000000000738,-0.015264,-0.00025199999999999995,-0.01773200000000001,-0.014976000000000003,-0.006764,0.004436,0.002072,0.015264,0.017648,0.014964,0.006756
gan,72,27.66950559153304,0.6181571429693917,0.9999337451305734,1.552105636649663,71.9319661848238,211.76403729632466,437.2262248048395,72.1687766506333,0.44409323948675683,-0.008721157188097628,0.425550417613297,0.07152941199160652,4.350941676098383,0.003928000000000043,0.03535200000000005,0.017508000000000003,0.002084,0.02206799999999999,0.016579999999999998,0.005584,0.003928,0.035352,0.017508,0.022152,0.016592,0.005592
bicubic,72,30.36251064270809,0.7346935628550395,0.697927350369036,1.180220545140758,-30.58562363814272,138.72816764623317,285.2011307134874,45.30161864688352,1.4723173508405405,0.9201985432732442,0.4437128289672557,0.4014079918359224,-4.7112902884452375,0.009856000000000087,0.0034440000000000026,-0.015740000000000004,-0.000416,-0.01967200000000001,-0.015208000000000006,-0.007112,0.009856,0.003444,0.01574,0.019588,0.015196,0.007104
cnn,73,29.629070989186935,0.7294769767919573,0.7741386097664924,1.2624342812247715,-36.819656032418465,150.74880985093336,295.5243324641218,46.23491760559871,1.0759707541188077,0.11350274707159924,0.42447669232722973,0.32077036946367904,2.9359028602117156,0.005152000000000045,0.0038759999999999906,-0.018879999999999994,-0.000312,-0.018024000000000012,-0.018580000000000006,-0.0075840000000000005,0.005152,0.003876,0.01888,0.01798,0.018516,0.007556
gan,73,27.61115783604332,0.6287223714941651,1.0090231299427612,1.5760207497406211,72.63206759647015,212.4151265386478,446.6165831347699,72.88714888499193,0.46342875667847305,-0.04683359888880645,0.4341787356978229,0.07589900175261284,5.27656156218648,0.007515999999999967,0.03167600000000004,0.01576000000000001,0.0019240000000000001,0.02309599999999999,0.014855999999999994,0.005023999999999999,0.007516,0.031676,0.01576,0.02314,0.01492,0.005052
bicubic,73,30.26927278972576,0.7356044739327191,0.710438105489167,1.2065026405759214,-31.77008127874214,139.65360268510815,290.1866048784973,45.843881625928454,1.5219044353465798,0.9030354911899443,0.4542716081531697,0.4111603759402975,-4.700093557694302,0.011407999999999974,0.0035000000000000586,-0.015623999999999999,-0.00041999999999999996,-0.020360000000000003,-0.015460000000000002,-0.00776,0.011408,0.0035,0.015624,0.020316,0.015396,0.007732
cnn,74,29.691811883380907,0.7269663687217616,0.7789583146124751,1.2718445050880753,-38.38486949217863,147.22548788159023,292.23873912013835,46.946655004226784,1.1191850975424544,0.08601592641953104,0.4300600707925885,0.3270839868051007,1.6034580800880232,0.005983999999999989,-0.0005720000000000169,-0.018024000000000002,-0.000252,-0.02171200000000001,-0.019200000000000002,-0.007344,0.005984,0.000572,0.018024,0.021704,0.019128,0.007344
gan,74,27.72519973169301,0.6222898213533585,1.0171264745010817,1.5773087017559604,69.60709519784837,206.28001669929952,409.62772461722574,69.77067278423077,0.4906667938918638,-0.07639550068913437,0.4420245390768761,0.0847576821394417,1.3779813429762182,0.0048119999999999274,0.03276000000000001,0.013328,0.001248,0.021851999999999996,0.013787999999999995,0.005063999999999999,0.004812,0.03276,0.013328,0.02186,0.01386,0.005064
bicubic,74,30.326972757562803,0.7331152891007139,0.7160880116189077,1.217525574626874,-32.22842008341545,136.57487788402247,285.60587901949424,45.40308170464861,1.569217683836919,0.8765186764807704,0.45902962143815,0.4167913794267756,-5.108085498431048,0.012387999999999955,-0.00023200000000000998,-0.015104000000000003,-0.000348,-0.021724000000000007,-0.016424,-0.007980000000000001,0.012388,0.000232,0.015104,0.021716,0.016352,0.00798
cnn,75,29.4301603239128,0.7213967815525415,0.7783081528231063,1.2636530331958606,-36.51628230648843,141.84450671678437,278.6087053519517,44.480438786586475,1.1447779523709054,0.02415073318690375,0.4264299281150627,0.3208611483612714,-0.31446702974868934,0.008492000000000055,-0.0041560000000000485,-0.016239999999999997,-0.000228,-0.022188,-0.017804,-0.0076760000000000005,0.008492,0.004156,0.01624,0.02212,0.01772,0.007668
gan,75,27.453769489636546,0.6116571207718073,1.0198726418068975,1.5722582652829025,66.58172375882059,199.92948018547366,382.88648649723393,66.754292523492,0.5035135210067891,-0.1333331462822791,0.4424147575148257,0.08646338280951002,0.5742805030141334,0.00611600000000001,0.031191999999999998,0.014232000000000002,0.0008960000000000001,0.023244,0.016759999999999997,0.00456,0.006116,0.031192,0.014232,0.023312,0.016844,0.004568
